[D 230827 21:32:40 log:48] store_cd: 1102525816, page_count: 1
[D 230828 02:15:52 log:48] store_cd: 5704057, page_count: 2
[D 230828 02:16:00 log:48] store_cd: 911418270, page_count: 23
[D 230828 02:16:04 log:48] store_cd: 4893022, page_count: 11
[D 230828 02:16:26 log:48] store_cd: 911067111, page_count: 16
[D 230828 02:16:33 log:48] store_cd: 1100088285, page_count: 1
[D 230828 02:16:42 log:48] store_cd: 2958116, page_count: 25
[D 230828 02:16:47 log:48] store_cd: 1102480160, page_count: 6
[D 230828 02:17:03 log:48] store_cd: 1102751539, page_count: 7
[D 230828 02:17:06 log:48] store_cd: 1102364009, page_count: 9
[D 230828 02:17:19 log:48] store_cd: 912735228, page_count: 3
[D 230828 02:17:30 log:48] store_cd: 232800, page_count: 0
[D 230828 02:17:31 log:48] store_cd: 4424102, page_count: 7
[D 230828 02:17:36 log:48] store_cd: 4884096, page_count: 8
[D 230828 02:17:38 log:48] store_cd: 910566387, page_count: 17
[D 230828 02:17:48 log:48] store_cd: 912011006, page_count: 9
[D 230828 02:17:59 log:48] store_cd: 1100246083, page_count: 1
[D 230828 02:18:07 log:48] store_cd: 1102475177, page_count: 3
[D 230828 02:18:07 log:48] store_cd: 2132281, page_count: 4
[D 230828 02:18:14 log:48] store_cd: 912099032, page_count: 11
[D 230828 02:18:17 log:48] store_cd: 1100085167, page_count: 6
[D 230828 02:18:18 log:48] store_cd: 912099046, page_count: 18
[D 230828 02:18:29 log:48] store_cd: 1102857610, page_count: 3
[D 230828 02:18:32 log:48] store_cd: 2134070, page_count: 11
[D 230828 02:18:40 log:48] store_cd: 5049281, page_count: 3
[D 230828 02:18:50 log:48] store_cd: 1728532, page_count: 24
[D 230828 02:18:53 log:48] store_cd: 1100068033, page_count: 15
[D 230828 02:18:57 log:48] store_cd: 2132281, page_count: 4
[D 230828 02:19:09 log:48] store_cd: 912463084, page_count: 19
[D 230828 02:19:17 log:48] store_cd: 5246292, page_count: 12
[D 230828 02:19:21 log:48] store_cd: 1100213412, page_count: 4
[D 230828 02:19:33 log:48] store_cd: 4073004, page_count: 5
[D 230828 02:19:38 log:48] store_cd: 1102684634, page_count: 2
[D 230828 02:19:43 log:48] store_cd: 1102647531, page_count: 3
[D 230828 02:19:49 log:48] store_cd: 5426250, page_count: 15
[D 230828 02:19:52 log:48] store_cd: 910813006, page_count: 24
[D 230828 02:19:56 log:48] store_cd: 1102486520, page_count: 17
[D 230828 02:20:22 log:48] store_cd: 1102164020, page_count: 3
[D 230828 02:20:24 log:48] store_cd: 5021203, page_count: 11
[D 230828 02:20:34 log:48] store_cd: 719587, page_count: 1
[D 230828 02:20:42 log:48] store_cd: 1102719551, page_count: 4
[D 230828 02:20:43 log:48] store_cd: 4998130, page_count: 9
[D 230828 02:20:44 log:48] store_cd: 136768, page_count: 1
[D 230828 02:20:53 log:48] store_cd: 911942771, page_count: 25
[D 230828 02:20:55 log:48] store_cd: 912307003, page_count: 14
[D 230828 02:21:07 log:48] store_cd: 912067566, page_count: 8
[D 230828 02:21:25 log:48] store_cd: 2820004, page_count: 18
[D 230828 02:21:29 log:48] store_cd: 3116078, page_count: 15
[D 230828 02:21:47 log:48] store_cd: 1102779140, page_count: 14
[D 230828 02:21:58 log:48] store_cd: 910365183, page_count: 11
[D 230828 02:22:08 log:48] store_cd: 1102083372, page_count: 24
[D 230828 02:22:22 log:48] store_cd: 1102601406, page_count: 3
[D 230828 02:22:25 log:48] store_cd: 5240294, page_count: 19
[D 230828 02:22:34 log:48] store_cd: 3868103, page_count: 16
[D 230828 02:22:50 log:48] store_cd: 1102164301, page_count: 6
[D 230828 02:23:09 log:48] store_cd: 3222005, page_count: 3
[D 230828 02:23:12 log:48] store_cd: 912330008, page_count: 9
[D 230828 02:23:14 log:48] store_cd: 5421167, page_count: 14
[D 230828 02:23:22 log:48] store_cd: 4981005, page_count: 26
[D 230828 02:23:34 log:48] store_cd: 1102069270, page_count: 20
[D 230828 02:23:51 log:48] store_cd: 1102076341, page_count: 2
[D 230828 02:24:01 log:48] store_cd: 1907828, page_count: 5
[D 230828 02:24:08 log:48] store_cd: 3868103, page_count: 16
[D 230828 02:24:11 log:48] store_cd: 912024516, page_count: 23
[D 230828 02:24:16 log:48] store_cd: 911067111, page_count: 16
[D 230828 02:24:36 log:48] store_cd: 1102372099, page_count: 3
[D 230828 02:24:49 log:48] store_cd: 622110, page_count: 25
[D 230828 02:24:55 log:48] store_cd: 2958116, page_count: 25
[D 230828 02:25:04 log:48] store_cd: 912637193, page_count: 23
[D 230828 02:25:39 log:48] store_cd: 911056223, page_count: 4
[D 230828 02:25:50 log:48] store_cd: 3523009, page_count: 21
[D 230828 02:25:51 log:48] store_cd: 911132251, page_count: 1
[D 230828 02:25:54 log:48] store_cd: 1102163870, page_count: 8
[D 230828 02:25:59 log:48] store_cd: 1102154573, page_count: 1
[D 230828 02:26:09 log:48] store_cd: 1100082308, page_count: 10
[D 230828 02:26:15 log:48] store_cd: 1890203, page_count: 8
[D 230828 02:26:34 log:48] store_cd: 1102586085, page_count: 4
[D 230828 02:26:34 log:48] store_cd: 910719170, page_count: 9
[D 230828 02:26:41 log:48] store_cd: 1756411, page_count: 11
[D 230828 02:26:47 log:48] store_cd: 1100260183, page_count: 6
[D 230828 02:26:55 log:48] store_cd: 3624109, page_count: 1
[D 230828 02:27:03 log:48] store_cd: 911810561, page_count: 14
[D 230828 02:27:06 log:48] store_cd: 5047196, page_count: 25
[D 230828 02:27:08 log:48] store_cd: 5585180, page_count: 13
[D 230828 02:27:29 log:48] store_cd: 1102731619, page_count: 7
[D 230828 02:27:38 log:48] store_cd: 5084342, page_count: 7
[D 230828 02:27:45 log:48] store_cd: 3567052, page_count: 13
[D 230828 02:27:47 log:48] store_cd: 911599513, page_count: 6
[D 230828 02:27:55 log:48] store_cd: 5441004, page_count: 6
[D 230828 02:28:04 log:48] store_cd: 912145045, page_count: 2
[D 230828 02:28:10 log:48] store_cd: 5791944, page_count: 1
[D 230828 02:28:11 log:48] store_cd: 1102560382, page_count: 17
[D 230828 02:28:13 log:48] store_cd: 1102684634, page_count: 2
[D 230828 02:28:18 log:48] store_cd: 1102497196, page_count: 14
[D 230828 02:28:22 log:48] store_cd: 911231053, page_count: 2
[D 230828 02:28:32 log:48] store_cd: 4985048, page_count: 6
[D 230828 02:28:32 log:48] store_cd: 5065439, page_count: 14
[D 230828 02:28:34 log:48] store_cd: 912738418, page_count: 3
[D 230828 02:28:46 log:48] store_cd: 910367210, page_count: 9
[D 230828 02:28:49 log:48] store_cd: 912185951, page_count: 5
[D 230828 02:28:58 log:48] store_cd: 5483044, page_count: 27
[D 230828 02:29:02 log:48] store_cd: 3251024, page_count: 3
[D 230828 02:29:10 log:48] store_cd: 2901242, page_count: 2
[D 230828 02:29:13 log:48] store_cd: 1102301607, page_count: 8
[D 230828 02:29:21 log:48] store_cd: 912435008, page_count: 2
[D 230828 02:29:26 log:48] store_cd: 1102675100, page_count: 23
[D 230828 02:29:28 log:48] store_cd: 5004303, page_count: 16
[D 230828 02:29:31 log:48] store_cd: 912140196, page_count: 3
[D 230828 02:29:42 log:48] store_cd: 1102177691, page_count: 15
[D 230828 02:29:53 log:48] store_cd: 911502014, page_count: 20
[D 230828 02:29:53 log:48] store_cd: 1240671, page_count: 23
[D 230828 02:30:14 log:48] store_cd: 1102091107, page_count: 4
[D 230828 02:30:27 log:48] store_cd: 911995092, page_count: 1
[D 230828 02:30:33 log:48] store_cd: 1100383453, page_count: 5
[D 230828 02:30:36 log:48] store_cd: 912624745, page_count: 20
[D 230828 02:30:49 log:48] store_cd: 622110, page_count: 25
[D 230828 02:30:51 log:48] store_cd: 911995092, page_count: 1
[D 230828 02:31:01 log:48] store_cd: 1102364009, page_count: 9
[D 230828 02:31:26 log:48] store_cd: 1102456124, page_count: 7
[D 230828 02:31:27 log:48] store_cd: 1102480401, page_count: 5
[D 230828 02:31:39 log:48] store_cd: 912616770, page_count: 9
[D 230828 02:31:43 log:48] store_cd: 2131065, page_count: 21
[D 230828 02:31:45 log:48] store_cd: 5083370, page_count: 8
[D 230828 02:32:00 log:48] store_cd: 4437025, page_count: 3
[D 230828 02:32:12 log:48] store_cd: 4457040, page_count: 12
[D 230828 02:32:13 log:48] store_cd: 1102164301, page_count: 6
[D 230828 02:32:24 log:48] store_cd: None, page_count: 1
[E 230828 02:32:24 log:60] Bad message (TypeError('not all arguments converted during string formatting')): {'name': 'logzero_default', 'msg': 'Error:', 'args': (HTTPError('404 Client Error: Not Found for url: https://ja.aliexpress.com/store/None/search/1.html'),), 'levelname': 'ERROR', 'levelno': 40, 'pathname': 'C:\\wk\\scraping_aliexpress_product_data\\log.py', 'filename': 'log.py', 'module': 'log', 'exc_info': None, 'exc_text': None, 'stack_info': None, 'lineno': 60, 'funcName': 'error', 'created': 1693157544.8846982, 'msecs': 884.0, 'relativeCreated': 17992068.368911743, 'thread': 13940, 'threadName': 'ThreadPoolExecutor-877_0', 'processName': 'SpawnProcess-1', 'process': 15392, 'message': "Bad message (TypeError('not all arguments converted during string formatting')): {'name': 'logzero_default', 'msg': 'Error:', 'args': (HTTPError('404 Client Error: Not Found for url: https://ja.aliexpress.com/store/None/search/1.html'),), 'levelname': 'ERROR', 'levelno': 40, 'pathname': 'C:\\\\wk\\\\scraping_aliexpress_product_data\\\\log.py', 'filename': 'log.py', 'module': 'log', 'exc_info': None, 'exc_text': None, 'stack_info': None, 'lineno': 60, 'funcName': 'error', 'created': 1693157544.8846982, 'msecs': 884.0, 'relativeCreated': 17992068.368911743, 'thread': 13940, 'threadName': 'ThreadPoolExecutor-877_0', 'processName': 'SpawnProcess-1', 'process': 15392}", 'asctime': '230828 02:32:24', 'color': '\x1b[31m', 'end_color': '\x1b[39m'}
[E 230828 02:32:24 log:60] Retrying...
[E 230828 02:32:25 log:60] Bad message (TypeError('not all arguments converted during string formatting')): {'name': 'logzero_default', 'msg': 'Error:', 'args': (HTTPError('404 Client Error: Not Found for url: https://ja.aliexpress.com/store/None/search/1.html'),), 'levelname': 'ERROR', 'levelno': 40, 'pathname': 'C:\\wk\\scraping_aliexpress_product_data\\log.py', 'filename': 'log.py', 'module': 'log', 'exc_info': None, 'exc_text': None, 'stack_info': None, 'lineno': 60, 'funcName': 'error', 'created': 1693157545.301696, 'msecs': 301.0, 'relativeCreated': 17992485.36682129, 'thread': 13940, 'threadName': 'ThreadPoolExecutor-877_0', 'processName': 'SpawnProcess-1', 'process': 15392, 'message': "Bad message (TypeError('not all arguments converted during string formatting')): {'name': 'logzero_default', 'msg': 'Error:', 'args': (HTTPError('404 Client Error: Not Found for url: https://ja.aliexpress.com/store/None/search/1.html'),), 'levelname': 'ERROR', 'levelno': 40, 'pathname': 'C:\\\\wk\\\\scraping_aliexpress_product_data\\\\log.py', 'filename': 'log.py', 'module': 'log', 'exc_info': None, 'exc_text': None, 'stack_info': None, 'lineno': 60, 'funcName': 'error', 'created': 1693157545.301696, 'msecs': 301.0, 'relativeCreated': 17992485.36682129, 'thread': 13940, 'threadName': 'ThreadPoolExecutor-877_0', 'processName': 'SpawnProcess-1', 'process': 15392}", 'asctime': '230828 02:32:25', 'color': '\x1b[31m', 'end_color': '\x1b[39m'}
[E 230828 02:32:25 log:60] Retrying...
[D 230828 02:32:33 log:48] store_cd: 912653185, page_count: 5
[D 230828 02:32:46 log:48] store_cd: 1102376335, page_count: 20
[D 230828 02:32:47 log:48] store_cd: 1102399155, page_count: 9
[D 230828 02:33:00 log:48] store_cd: 1102133501, page_count: 2
[D 230828 02:33:06 log:48] store_cd: 912135010, page_count: 16
[D 230828 02:33:07 log:48] store_cd: 911731095, page_count: 4
[D 230828 02:33:17 log:48] store_cd: 4985048, page_count: 6
[D 230828 02:33:28 log:48] store_cd: 2957154, page_count: 4
[D 230828 02:33:30 log:48] store_cd: 4513004, page_count: 3
[D 230828 02:33:38 log:48] store_cd: 912615646, page_count: 1
[D 230828 02:33:40 log:48] store_cd: 4388073, page_count: 19
[D 230828 02:33:46 log:48] store_cd: 910737019, page_count: 2
[D 230828 02:33:55 log:48] store_cd: 1102137537, page_count: 2
[D 230828 02:34:03 log:48] store_cd: 4790013, page_count: 15
[D 230828 02:34:03 log:48] store_cd: 5874374, page_count: 27
[D 230828 02:34:25 log:48] store_cd: 1102265335, page_count: 6
[D 230828 02:34:36 log:48] store_cd: 1100171002, page_count: 3
[D 230828 02:34:38 log:48] store_cd: 910564006, page_count: 2
[D 230828 02:34:44 log:48] store_cd: 1102635432, page_count: 3
[D 230828 02:34:45 log:48] store_cd: 1102652660, page_count: 24
[D 230828 02:34:51 log:48] store_cd: 911768910, page_count: 5
[D 230828 02:35:03 log:48] store_cd: 4581014, page_count: 22
[D 230828 02:35:14 log:48] store_cd: 912618426, page_count: 6
[D 230828 02:35:24 log:48] store_cd: 912459501, page_count: 17
[D 230828 02:35:35 log:48] store_cd: 911225075, page_count: 4
[D 230828 02:35:45 log:48] store_cd: 1102824009, page_count: 2
[D 230828 02:35:47 log:48] store_cd: 912626641, page_count: 20
[D 230828 02:35:52 log:48] store_cd: 912542292, page_count: 1
[D 230828 02:36:00 log:48] store_cd: 1102056827, page_count: 3
[D 230828 02:36:09 log:48] store_cd: 911750422, page_count: 17
[D 230828 02:36:11 log:48] store_cd: 912024552, page_count: 4
[D 230828 02:36:25 log:48] store_cd: 910451280, page_count: 7
[D 230828 02:36:38 log:48] store_cd: 912461572, page_count: 8
[D 230828 02:36:41 log:48] store_cd: 1100143025, page_count: 9
[D 230828 02:36:52 log:48] store_cd: 910564006, page_count: 2
[D 230828 02:36:56 log:48] store_cd: 1102140730, page_count: 5
[D 230828 02:37:01 log:48] store_cd: 910560438, page_count: 15
[D 230828 02:37:06 log:48] store_cd: 1102635432, page_count: 3
[D 230828 02:37:14 log:48] store_cd: 910564006, page_count: 2
[D 230828 02:37:20 log:48] store_cd: 912346562, page_count: 28
[D 230828 02:37:21 log:48] store_cd: 912459501, page_count: 17
[D 230828 02:37:41 log:48] store_cd: 1078705, page_count: 6
[D 230828 02:37:54 log:48] store_cd: 2165020, page_count: 4
[D 230828 02:37:56 log:48] store_cd: 5627141, page_count: 2
[D 230828 02:38:03 log:48] store_cd: 5584519, page_count: 24
[D 230828 02:38:04 log:48] store_cd: 1102062347, page_count: 3
[D 230828 02:38:13 log:48] store_cd: 5584519, page_count: 24
[D 230828 02:38:36 log:48] store_cd: 912024516, page_count: 23
[D 230828 02:38:51 log:48] store_cd: 910564006, page_count: 2
[D 230828 02:39:01 log:48] store_cd: 5483245, page_count: 25
[D 230828 02:39:16 log:48] store_cd: 912328003, page_count: 27
[D 230828 02:39:33 log:48] store_cd: 1102133501, page_count: 2
[D 230828 02:39:42 log:48] store_cd: 2953152, page_count: 19
[D 230828 02:39:57 log:48] store_cd: 1100143025, page_count: 9
[D 230828 02:40:10 log:48] store_cd: 1102854479, page_count: 1
[D 230828 02:40:12 log:48] store_cd: 3581004, page_count: 14
[D 230828 02:40:18 log:48] store_cd: 622110, page_count: 25
[D 230828 02:40:31 log:48] store_cd: 4513004, page_count: 3
[D 230828 02:40:40 log:48] store_cd: 1100143025, page_count: 9
[D 230828 02:40:47 log:48] store_cd: 1102252130, page_count: 1
[D 230828 02:40:54 log:48] store_cd: 1102079212, page_count: 1
[D 230828 02:40:57 log:48] store_cd: 1102185585, page_count: 2
[D 230828 02:41:01 log:48] store_cd: 3581004, page_count: 14
